ground_truth_claim,generated_claim,meteor_score
"The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.",The Taliban’s acceptance of the Covid-19 vaccine is departure from its usual position against immunization programs,0.0556
Did Buhari violate the law by appointing Usman Baba as IG?,"The Nigeria Police Trust Fund has renewed the term of office for the Chairman, Executive Secretary and members of the Board of trustes of Nigeria police trust fund.",0.0362
A £22 billion Test and Trace contract was given to a company which has been prosecuted twice by the Serious Fraud Office.,SGL will pay £19.2 million to Serco as part of a £70m civil settlement in 2013.,0.1116
"A lot of people believe that Bhut Jolokia (Ghost Pepper), a chilli that grows in North East India, is the hottest and spiciest chilli in the world. We fact-checked and found that Bhut Jolokia was the hottest chilli at one point of now, but no more. We rate this claim as Mostly False.",The world’s hottest chili pepper and 400 times hotter than Tabasco sauce,0.0757
"""Illegal immigrants"" are kept in hotels and are fed and clothed as well as receiving benefits.",Video shows illegal immigrants being kept in hotels and are fed and clothed as well as receiving benefits,0.7927
A Facebook post claims New Zealand's national debt has risen to more than $NZ120 billion.,The claim: New Zealand is now the highest debt in the world,0.1804
"Like this friends, this has saved 300 lives of passengers.","The claim: ""Like friends, this has saved 300 lives of passengers.""",0.8844
Bhut Jolokia is the hottest chilli in the world,The claim: Dunkin Spicy Ghost Pepper Donut is the world's hottest chili pepper & 400 times hotter than Tabasco sauce,0.4962
Comparing daily temperatures to 1979-2000 baseline disproves global warming,The claim: It’s just a money grab.,0.0
"""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""","The President wants to cut 3 MILLION people from #SNAP, including children, seniors and veterans.",0.9039
"The IMF has just created Unicoin, which is a Central Banking Digital Currency.",IMF Unveils New Global Currency Knowing As The Universal Monetary Unit To Transform World Economy,0.1333
"The problem in Britain is not immigration, the problem in Britain is white people",The problem in Britain is not immigration,0.4872
"For every three victims of domestic abuse, two will be female, one will be male.","This trend has mainly been driven by reductions in partner abuse, which has decreased from a prevalence rate of 5.2% to 4.5%.",0.133
A picture of the coronavirus-infected patient's throat,Covid-19 is caused by the virus in the first days of the infection.,0.218
"HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand",H.A.R.P used to destroy COUNTRIES,0.0
"Average energy costs in the UK are €2,960, €650 in France and Belgium, €620 in Spain, €558 in Germany and Denmark, €546 in Holland, €545 in Austria and €543 in Norway, €476 in Finland and €174 in Poland.","The average energy prices are £2,585.",0.1241
Kamala Harris is listed as 'Caucasian' on her birth certificate.,The claim: Sen K Harris listed as Caucasian on her birth certificate,0.5557
"Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028",Aquino government is “ibabalik ko po po ang aquino governor.”,0.0391
A video of MP Chief Minister Shivaraj Singh Chauhan,Video shows Chief Minister Shivraj Singh Chauhan who reached Suwasra in Mandsaur,0.4796
Claim: Trump nixes aid for California fires but offers help to Putin for Siberian wildfires,Trump says No Aid for CA fires. But in July he offered help Putin with fires in Russia.,0.3244
"Mother of blind devotees, after a lot of hard work got this pick!!",Video of Smriti Irani in belly dance attire,0.0329
Video of a little girl firing a gun is with the National Resistance Front of Afghanistan to fight against the Taliban,Video of a woman with NRF to fight against Talibans,0.3172
A video circulating on social media claims that a homemade CBD gummies recipe can reverse Type 1 and Type 2 diabetes. We fact checked and found the claim to be False.,This 1/day can eliminate the need for checking sugar levels,0.0489
kids getting hepatitis because of the J&J Covid vaccine,Video shows children getting hepatitis caused by adenovirus,0.2752
"Claim: Biden attacked over age, policies on pot and prisons and charges of being 'creepy'",Joe Biden is an awful pick,0.0595
"Says his supporters were ""protecting"" Joe Biden's campaign bus in Texas.",Video shows vehicles displaying Trump flags surround a Biden campaign bus going down a highway in Texas,0.2934
Bears eating apples somewhere in kashmir,Bears eating apples somewhere in Kashmir,0.9977
The claim: Moon visible in the daytime proves Earth is flat,The claim: Elon Musk is a NASA astronaut,0.2698
Funding for schools is down by 8% in real terms.,The average level of spending per pupil by primary and secondary schools rose by around 5% per year in real terms under the coalition government.,0.424
Om Birla's daughter clears UPSC without taking exam,The back door entry in the country’s most trusted UPSC exam has started preparations to close the entry of the hard working competitive students.,0.0926
Sunidhi chauhan sang an obscene song in front of Rahul Gandhi,Rajasthan CM Ashok Gehlot -Rahul Gandhi,0.0476
Will our BJP government return in 2024,BJP government will return in 2022,0.6464
A Facebook user shared a video alleging that Buhari was arrested by ICC.,BUHARI WAS ARRESTED BY ICC BUT THIS VIDEO WAS BLOCKED BY THE FEDERAL GOVERNMENT,0.2143
Nancy Pelosi is gearresteerd.,The white hats have Nancy gearrested.,0.1923
"In Chembur, Maharashtra, 5 people fell into a drain after a concrete slab broke.",A photo of a man who died from the COVID-19 vaccine.,0.0909
Dr Seuss has been cancelled.,Doctor Suess is no more he has been cancelled.,0.6201
Photo of Union Minister Smriti Irani drinking alcohol and preparing counter tweets to Rahul Gandhi,Video of Rahul Gandhi’s tweets,0.2223
"Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.","The claim: Boiled Cinnamon and Honey is the cure for cancer, Arthritis, Cholesterol and many more health problems",0.3651
India administered vaccines to 1 billion people by October 2021,"The claim: One billion vaccinated, thanks to this great man.",0.3064
Video of the huge crowd that gathered for the Pathaan movie screening in UAE,Video of Pathaan film in UAE,0.3379
"""While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!""","The claim: Gavin is vacationing in Stevensville, MT",0.4022
"""At the same moment that Biden is accusing Republicans of fascism, his DHS has published a cartoon on Facebook urging children to report their parents to federal authorities if their parents post something called covid disinformation.""",The Biden administration is telling kids to rat out their parents if mom or dad shares COVID misinformation. Mao would be proud. We need win big in November. Our kids don’t belong to the government.,0.1585
Argentine boy who died at age 4 was part of a COVID-19 vaccination campaign,Posterboy for the coov fauxinations in Argentina suddenly dies at age 4 of pneumonia. Corporate media keeping silent it,0.3315
"""Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals.""   ","The claim: Many of the people in DACA, no longer very young, are far from angels. Some are very tough, hardened criminals",0.8235
BJP leader Anil Upadhyay manipulated EVM in Maharashtra,BJP che Anil Upadhyay Hanche Karname Bagha,0.3235
monkeypox is specific to a gender,The claim: All patients with monkeypox are male,0.0794
"The claim: Moderna CEO admits company produced 100,000 COVID-19 vaccine doses before pandemic  ","The claim: Moderna CEO Stéphane Bancel admits Company Produced 100,050 COVID-19 Vaccine Doses In 2018 Before the pandemic started",0.8466
"The NHS internal market, created in the 1990s, costs around £10 billion a year.",The claim: Our preliminary estimate should be regarded as no more than an initial guide.,0.1176
"Photos showing a polluted Pasig River, Manila Bay and Boracay were taken during ""disente time"" or the Aquino administration.",Video shows Bastos Time Vs Desens,0.0469
Sonu Sood requested voters to vote for Tejashwi ji for the development of Bihar,This video shows Sonu Soon said vote for Tejashwi ji for the development of Bihar.,0.7014
Former ABS-CBN president and CEO Charo Santos-Concio apologized for the network's mistake,Video of a woman who died from Covid-19,0.0
"A Facebook user is looking for their son, Tyler, who went missing after going to school.",This is the most recent picture of my son Tyler White at his first day of school.,0.1968
A video allegedly showing PM Narendra Modi calling himself the son of a Pathan has gone viral on social media. We found that the video is being shared with misleading claims.,"The claim: I am a Pathan child, during Modi ji's Kashmir rally, these bhakts try to prove him as a Hindu lion",0.1238
"Respectable aristocratic hero. A warrior who accomplished his responsibility with bullets. A person who symbolises Indian bravery and sacrifice. Let's pay homage to Nathuram Vinayak Godse on Father of Nation, Gandhi's birthday with pride! – Senthamizhan Seeman",Fake news fake news,0.0
New COVID-19 vaccination guidelines of India,This is happening in India. Why not in Nepal?,0.0769
"A 24-second video clip of a IPL match played between Kings XI Punjab and Rajasthan Royals at Sawai Mansingh Stadium in Jaipur has gone viral on social media with claims that people raised slogans of ""Chowkidaar Chor Hai (Watchman is a thief)"" during the match.  The slogans of ""Chowkidaar Chow Hai"" were raised in response to the slogans of ""Modi Modi"". It would be wrong to say that only the slogans of ""Chowkidaar Chor Hai"" were raised in the stadium.",The claim: BJP cannot match this chowkidar chorhai with even 100 of movies,0.0293
"482 Covid-19 deaths were recorded in the UK on 19 April, 508 on 20 April and 646 on 21 April.",Covid-19 deaths announced today,0.0928
Islamic State has hacked a major computer network used by universities.,The claim: IS has the technology to pull off such a heinous act of cyber-crime,0.0806
"A newborn baby has been found abandoned in Hengrove, Bristol.",A newborn baby has been found in Hengrove this morning by the police.,0.724
Immigrants are 60% less likely to claim benefits than a British-born person.,Almost 5.5 million British people live permanently abroad.,0.037
"""A bounty of $80 MILLION has been placed on President Donald Trump's head by Iran as tensions between the country and the USA rise.""",A bounty of $80 MILLION has been placed on President #Donald Trump’s head by Iran as tensions between the country and the USA rise. Thoughts?,0.8897
Various posts in local community Facebook groups are genuine appeals for help.,The claim: I hit this pup with my truck 😭 he can’t stand. I know someone is looking for him.,0.0704
Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad',Policeman is in the country,0.0442
Spain's Health Ministry said that the SARS-CoV-2 virus has never been isolated.,"This shock revelation has brought to the media’s attention after an independent association, Asociación Liberum, Biologists for the Truth and an unnamed individual, demanded that the Ministry of Health deliver in-depth information regarding the existence of the virus.",0.2059
Five million patients in England were denied a GP appointment when they tried to make one in October.,The most common reasons [that patients did not get appointments] were that GP practices were not allowing patients to book ahead.,0.1795
This is what is called progress! Direct charter flight ride by auto rickshaw! Only Kejriwal uncle can do this miracle!,The claim: ArvindKejriwal is flying on a private plane,0.0461
The claim: Antibiotics 'cancel out' birth control ,Antibiotics will cancel out your birth control,0.3587
i feel amazing. didn't have to take a single pain pill for my wisdom tooth extraction! just drank pineapple juice and vibed. highly recommend.,The claim: Pineapple juice can cure wisdom tooth extraction,0.2076
"An Instagram post claims Victorian Premier Daniel Andrews said ""insisting on human rights"" under COVID-19 restrictions was not only selfish but also stupid.","The claim: ""Nothing should stand above human rights.""",0.1733
Viruses like influenza don't have seasons,The claim: Insulin and sugar are the most inflammatory substances to our body,0.0
Bananas are radioactive,Video of bananas being used to treat Covid-19,0.1429
"Picture shows a participant of Aurat March 2022 carrying a placard with text that reads, ""God please give me a penis I want to rape men.""",The claim: It means if you would have penis then rape is fine,0.0528
Spending on social care is down 8% since 2010.,7 years of Tory rule has crushed the NHS and is causing deaths & illnesses across the country.,0.0847
"Babiya, the god's own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam.

The divine crocodile lived in the temple's lake for over 70years by eating the rice & jaggery prasadam of Sri Ananthapadmanabha Swamy & guarded the temple.

May she attain Sadgati, Om Shanti!","Babiya, the God’s own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam",0.2438
Dandelion root is able to kill 98% of cancer cells within 48 hours.,Scientists Find Root That Kills 98% of Cancer Cells in Only 4 hours,0.5228
Joe Biden waved to an empty field after deplaning in Florida.,Joe Biden waved to an empty field in Florida,0.765
A video claims to show people partying in public in Sydney's Bondi while the city was subject to strict COVID-19 lockdown rules.,A social media post claims that people belonging to a specific social class are being discriminated.,0.1073
Rape has been legalised in the UK as offenders can now escape punishment if they apologise to their victims.,"The community resolution process is sometimes an appropriate outcome for cases involving child perpetrators, people with specific needs or learning difficulties. In many cases, there is a specific desire by the victims and their family for the perpetator not be put through the criminal justice system.",0.1087
"""No Farmer Committed Suicide In UP In 6 Years"": Yogi Adityanath",The claim: No Farmer Committed Suicide In UP In 6 Years,0.7217
"2021 was one of the deadliest years in history for law enforcement, with a 55% increase in police fatalities. ",The deadliest on record for police officers in fifty years.,0.2295
"Congress President Rahul Gandhi has claimed that Masood Azhar, a convict of the Pulwama attack, was released from India by the BJP in 1999. He said that India's National Security Advisor Ajit Doval went to Kandahar to hand over Azhar. We found that Rahul Gandhi's claim that ""Ajit Doval had gone to Kandahar from Delhi in the aircraft with Masood Azhar"" is not correct. Mr Doval was already in Kandahar and was involved in conversations regarding the safe release of the passengers in the hijacked plane. 
",BJP has reached the pinnacle of desperation & will do anything to distract from their shameful past.,0.051
Japan has dropped Covid-19 vaccine mandates.,"This is myocarditis warnings on both Japanese vaccines, Pfizer and Moderna which was revised on December 2021",0.1235
"Image of a Mosque is being built on Hyderabad – Warangal highway, near Bhongir in Telangana","Bhuvanagiri village on the Hyderabad-Warangal highway, a mosque is being constructed by encroaching half of the highway. Hasn't our tax money been spent on this highway? Shouldn’t there be guidelines for building mosques in this country?",0.3912
"""I have never asked the president to resign. So what the book said was not true.""","Joe Biden said, ""I never asked the president to resign, that's what the book tried to say.""",0.6466
I have attached a copy of the amendment made in 2016 that those who do not know Tamil can join the government services in Tamil Nadu. Page 44 says so. But one 'fact-checking' website says there is no evidence regarding this. Which is right?,The claim: Tn. Gov. in 2016,0.0556
Chief Minister watching live video of how policemen burn Hathras gang rape victim,A disgraced Chief Minister watchinglive video of how Hathras gang rape victim was burned by UP police,0.7224
He is a boy from Kashmir who looks like SRK,Aryan Khan is not Shahrukh Khan,0.0521
"If you have a runny nose and sputum, you have a common cold.",Coronavirus is a dry cough with no runny nose and sputum,0.3315
Is the video released by India as an attack on Pakistan was an old video of Syria?,Video shows spreading fake news,0.0299
Anti nazi?? Soros? Better check your facts! That's an SS uniform and he was a Nazi! Hmmm,"The claim: ""The levels of stupid & deranged of his meme that rails against Nazis and Soros (ANTI-Nazi Jewish old humanitarian) and the climate change (hoax) are off any scale I know of.""",0.0806
almonds can prevent Cancer,The health benefits of almonds include lower blood sugar levels and lower cholesterol levels.,0.098
"Nadine Dorries said people should stop moaning about the demand for food banks, and  families would need to ""live within their means"" because ""food doesn't grow on trees"".","The claim: Nadine Dorries is the Secretary of State for Digital, Culture, Media and Sport",0.144
"Kabataan Party-list Rep. Sarah Elago told parents, ""Your children are not yours. They came through you but they do not belong to you.""",The claim: Payag Ba Kalangan Magulang,0.0
"""The problem isn't guns and it isn't COVID either. It's violent rioting and the Defund the Police movement, both of which were supported, financially and rhetorically, by the Biden admin.""","Biden’s violent rioting and the Defund the Police movement, both of which were supported, financially and rhetorically, by the Biden administration.",0.5941
"The Gates Foundation ""has the patent for this coronavirus.""",Bill Gates still helping known patent trolls obtain more patents,0.0847
"""President Joe Biden admits to faking the election.""",Joe Biden admits to faking the election,0.6594
"The United States spent ""2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.""",The Afghan military has fallen in a week.,0.2576
there were no cases of Flu in the year 2021,"Naw, surely it’s some weird kind of coincidence, right? I mean, really, it is.",0.0446
The average global temperature has increased 0.134 degrees since 1978,The claim: #conservative #patriots #ma #holdtheline #lionsnotsheep #freedom,0.0476
A document released by the FDA confirms the presence of graphene oxide in the Pfizer vaccine against Covid-19.,"The claim: For TwinStrep-tagged P2 S, 4 μL purified protein at 0.5 mg/mL were applied to gold Quantifoil R1.3 300 mesh grids fresh overlaid with graphene oxide",0.1278
A man committing suicide opposing CAA & NRC.,A man commits suicide opposing CAA/NRC,0.5724
mRNA vaccines are gene therapy.,Vaccines aren’t a vaccine,0.0833
"Photo shows Joe Biden ""doesn't wear a mask on a plane.""
",This video shows a patriot wearing a mask,0.1748
Recent pictures of damaged Indian army vehicles after being hit by a massive landslide in Ladakh,Video of 6-year-old Indian soldiers who died in 2021,0.098
"""Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals.""","The claim: Many of the people in DACA, no longer very young, are far from angels. Some are very tough, hardened criminals",0.8235
There is a live criminal investigation into the Covid-19 vaccine programme.,This is the biggest and most hideous investigation of our time.,0.1667
A tweet claims to be from Essex Police describing its recruitment strategy.,"""If you’re from the correct background you can submit a streamlined application without your CV.""",0.1095
"teeth whitening can be done using carrot, turmeric and toothpaste in 1 minute",This video shows teeth whitening and scaling in 1 minute,0.4136
The newly appointed TTD Chairman YV Reddy is a converted Christian and his full name is Yehova Vincent Subba Reddy,Video of Yogi Subbareddy who resigned from Thirupathi,0.0
"As the COVID-19 global death toll continues to rise, a social media post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.",The claim: Former PM Laisenia Qarase passes away in Suva after trying hide his illness in fear that he would be evicted by his country and families if found out.,0.2152
"Mask mandates preventing access to food, healthcare or education are a war crime, according to the Nuremberg Code.",Masks are not mentioned in the Code,0.102
Sapna Chaudhary died in an accident in Sirsa,Sapna Chaudhary died in an accident in Sirsa,0.999
Omega-3 Fatty Acids can repair nerve damage,The benefits of Omega 3-3 are for nerve repair and protecting the nervous system,0.1299
People are reserving tickets to Trump's Tulsa rally to leave empty seats. It probably won't work,The claim: Over 1 million ticket requests for the MAGA rally in Tulsa on Saturday.,0.1064
"Irish dancers performed to Queen's ""Another One Bites The Dust"" outside Buckingham Palace, shortly after the Queen's death.",The Queen died and the Irish are already alive,0.0889
"A photo of Cambodian prime minister, Hun Sen, being arrested by police. This photo is also attached with the caption in Khmer which means in English as ""As I said, ICC"".",The claim: 100% of the people who have been vaccinated against Covid-19 have died.,0.0557
"""[Steve] Bullock's health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.""","The new NRSC ad will raise taxes, increase wait times, and devastate rural hospitals",0.1599
"""Duplicate Made in China Amul Butter has come in the market.",The claim: Duplicate made in China Amul Butter has come in the market,0.8394
"Years ago I wrote an article headlined 'How green is my Bengal?' which fetched the usual cacophony of #LeftLiberal protest and snark.

Sadly Bengali 'intellectuals' are collaborators in this hate project. Useful Idiots don't realise the mob will devour them first.",The claim: 'How green is my Bengal?',0.1727
"""Joe Biden called Black youth super predators.""","Joe Biden called Black Youth SUPER PREDATORS. They will never like him, or vote for him.",0.7282
Fibres from face masks and test swabs are evidence that nanoparticles are being inserted into us.,Black worms in masks and Covid swabs are nanoparticals or nanobots,0.1925
The King of Bahrain has a heavily-armed robot as a bodyguard.,The King of Bahrain arrived in Dubai with his Robot bodyguard,0.4727
Lata Mangeshkar passes away,"The greatest singer of the world, Lata Mangeshkar passes away",0.8444
There are 1.9 million more children studying in good or outstanding schools since 2010.,"The claim: Not including schools in the statistics affects the national grade profile because, in effect, the stronger schools tend to remain in dataset when they become an academy while weaker ones drop out",0.0581
"Massive 7.8 magnitude #earthquake strikes #Turkey
Turkey💔 #Turkey #amed #earthquake #Earthquake",Video shows massive 7.8 magnitude earthquake in Turkey,0.277
Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,The claim: #Hiphopuniteddaily is a social media post,0.0291
"Says the Biden administration is choosing to send baby formula to the border as one of its ""out-of-touch priorities.""",The Ursula Processing Center at the U.S border is packed with baby formula.,0.2262
Inauguration ceremony of a cinema hall playing an Israeli film in Saudi Arabia,"The inauguration of cinema by Mohammad Bin Salman Al Saud, in Saudi Arab, where an Israeli film is on display.",0.5017
"""On election night, 11:15 at night, the algorithms of these (voting) machines broke … Donald Trump got so many more millions of votes that they didn't expect, that they're going to have to go recalibrate, right? So that's why all these states shut down. All of a sudden they all shut down. And we're all going, 'What? That's weird, this has never happened in any other election.'""",Mike Lindell's big lie special on OAN begins with an epic disclaimer.,0.0186
People of Bihar chasing BJP supporters,The Tractor rally led by Ambala MP Ratan Lal Kataria and Kurukshetra MP Naib Saina face heavy protests in Naraingarh,0.0
Covid-19's infection fatality rate is 0.1%,The Meta-analysis was restricted to six studies that were considered to have low risk of bias.,0.0
"""The CDC has the power to extend the eviction moratorium.""",The CDC has the power to extend the eviction moratorium,0.787
"Due to COVID-19 Outbreak, Central Govt. Has Started Online Processing of GST Refund. Click on the given website",The claim: Central Govt. has started online processing of GST Refund,0.5315
"""Sunlight actually can kill the (novel coronavirus.)""",Covid-19 vaccines are dangerous,0.0
Black Garlic can cure 14 types of cancer,"Black Garlic has twice the antioxidant levels of white garlic, it’s toxic to 14 types of cancer",0.6114
Viral video of people electrocuted during Ganesh festival is recent,Ganesh idol died after touching an electric wire and 7 were in critical condition.,0.0476
This daughter has been found in Bareilly on the train coming from Mumbai. Her name is Sonal Pate. Plz share further whoever has it. Pray too. Do good. Maybe you will help her reunite with her family,This daughter has been found in Bareilly on the train coming from Mumbai. Her name is Sonal Pate. Plz share further whoever has it. Pray too. Do good. Maybe you will help her reunite with her family,1.0
"February 6, 2023

....There are reports of several hundred dead.

The Entire buildings collapsed in South #Turkey the epicenter of 7.8 magnitude earthquake in last hour,
#Turkey #earthquake",The epicenter of 7.8 magnitude earthquake in last hour,0.2726
Video of BJP MLA getting beaten up by people in Patna (Bihar).,BJP MLA beaten up in the masin by the public,0.3525
"A social media user claim that if you have nasal congestion, you can clear it by either eating it raw or inhaling vapors of garlic in water. We fact-checked and found the claim to be Mostly False. ",The claim: Garlic can treat nasal congestion,0.1389
"David Miller Daughter, and his little princess die due to cancer ahead of India vs South Africa ODI. He shares a heartfelt message on his Instagram account. He wising goodbye to his little princess. Miller also shared a video and said ""Rip my little","David Miller Daughter, and his little princess died due to cancer ahead of India vs South Africa ODI",0.3829
"In Qatar fans who are not allowed to enter the stadium with beer at the World Cup are being caught trying to enter the stadium with Pepsi stickers in this form.  It should be noted that Qatar prohibits any alcoholic beverages.

Brazilians have find a way to enter the stadium of Qatar with beer.

#FIFAWorldCup  #Argentina",Qatar fans are being caught trying to enter the stadium with Pepsi stickers in this form.,0.2899
COVID Vaccine make you a 'ticking time bomb',"This is a ticking time bomb for cancer, blood clots and whatever kind of ailment may come in your body.",0.2481
Canadian sniper 'Wali' was killed by Russian forces in Ukraine,Canadian sniper Wali dubbed the World's Deadliest Sniper is dead,0.0909
"The claim: Biden said, 'People are dying that have never died before'",Biden said that “People are dying that have never died before.”,0.6007
"Says ""Dr. Fauci lied about masks in March.""","The claim: “The Lord has forgiven you, so must you also do.”",0.0431
Photo shows U.S. Rep. Lauren Boebert with two scantily dressed men.,"“Take your children to CHURCH, not drag bars.”",0.0417
"Congress party shared a picture of a truck on World Sleep Day, which read: ""Don't blow horns, Modi government is sleeping"" but the picture was photo shopped and not real.","If you’re awake this ones for you, sadly Modi won be reading this.",0.0571
Photo of Pakistani government providing security to New Zealand cricket team,Taliban did not send as many fighters to conquer Panjshir as the Pakistan government provided security for the New Zealand cricket team,0.6437
The new US President Joe Biden kneeling and apologising in front of the daughter of a black man who was strangled to death by white American police during the Trump administration,The new US President Joe Biden kneeling and apologising in front of a black man who was strangled to death by white American police during the Trump administration,0.9115
Mayor of London Sadiq Khan said people should learn Arabic.,The London Mayor says we should create harmony by learning Arabic.,0.4605
Post implies Gates wanted to control population through vaccine deaths,Bill Gates did one and said there were too many people on the planet.,0.0476
"Says 12 restaurants and food companies are ""supporting Trump's re-election.""
",The claim: Not much of a fast food eater but just in case I get a craving this is motivation to eat healthier for sure,0.0329
Video of Dubai Police playing Indian National Anthem for 2021 Independence Day celebrations,India Independence Day celebration 2021… Dubai police…UA,0.3024
Some of the foreign aid budget went on China's film and museum industry last year.,£14 billion went to boost China's film industry,0.2753
Nicola Sturgeon has banned the Union Jack from British government buildings and replaced it with the EU flag.,The First Minister has instructed that the European flag is flown from Scottish Government buildings on a daily basis except for specific flag flying dates.,0.2701
Passports aren't required to enter the United States from Mexico and Canada.,"The claim: ""I need a passport to go to mexico without any documents at all.""",0.1724
Asiatic lions sighted in Gujarat,Indian lions sighted in Gujarat,0.7937
A boy with autism named Brayden and his dog are missing in Derbyshire.,Anyone wanting to reunite an vulnerable person would not disable comments.,0.0362
Tennessee ban Plan B and made its ordering criminally punishable,"The claim: Missouri, Louisiana and Tennessee just banned Plan B",0.4373
A Muslim youth molested a Hindu woman in the market,Muslim youth molested a Hindu woman in the market,0.9085
"Jim Jordan said, ""It's finally happening! Adam Schiff will be impeached.""",The claim: Adam Schiff will be immortalized by Brave Jim Jordan,0.3569
Naomi Biden says Joe Biden died four years ago and was replaced by his twin,The claim: Joe Biden died 4 years ago,0.4157
"The UK has recorded five times more deaths ""due to"" the Covid-19 vaccines than all other vaccines over the past five years",The claim: Reporting tends to be highest for newly introduced medicines during the first one to two years on the market and then falls over time.,0.1434
Boy infected with HIV from tainted pineapple,"A 10-year-old boy, had eaten pineapple about 25 days back, and fell sick from his health check done.",0.1786
"""Harvard is sitting on top of a $54 billion hedge fund they call an 'endowment' that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion. Princeton $26 Billion.""",Harvard is sitting on top of a $54 billion hedge fund they call an “Endowment” that they pay zero taxes on students.,0.5358
"""Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore.""",Fox News went from 97% reporting to 84% in Virginia.,0.482
Facebook users have the chance to win a Center Parcs holiday by interacting with a post.,Colin McKinlay is the new CEO of Center Parcs. I want to start my job off with a good deed this Christmas.,0.3234
Big breaking. Bill passed in US which recognized Hindu New Year. Sanatan's danka is ringing all over the world. Jai Shri Ram,Bill passed in US which recognized Hindu New Year Sanatan,0.4082
"A ""sign outside Bucks County voting place. Democrats shown, republicans blurred out. … More scamming in Pennsylvania!""","The claim: Only sign outside Bucks County voting place. Democrats shown, republicans blur out.",0.6221
Shahrukh Khan says when Pakistan won a match feels like his father won.,"The user said, ""I have heard that his movie 'Pathan' is coming, for which he has gone to Mata rani's court to make it successful.'",0.0949
COVID-19 always had a greater survival rate than influenza.,Australians for Assange… with Russia?,0.0
Saint Luke's Hospital of Kansas City suggesting that extensive research has shown that Vodka can kill novel Coronavirus,Drinking alcoholic beverages reduce the risk of infection by the novel coronavirus,0.1396
"A patch on law enforcement officers in Portland is for ""ZTI solutions, a PRIVATE contractor.""",The claim: Blackwater Merceries are not cops,0.0
"A man called Martin Jones, who has dementia and is 79, has been reported missing in Grimsby.",Video shows Martin Jones drove out with his dog Baxter and he hasn’t returned.,0.1602
"Over the past two years, employment is up.",The claim: Payroll employment as if describing total employment,0.1
President Rodrigo Duterte fulfilled his promise to go to the South China Sea via jet ski and wave the Philippine flag,Daddy Digs has fulfilled his promise to go to South China to raise the flag of our Flag,0.4002
Anyone requiring injection Remdesivir can get @ Rs 899/- as against Rs.4000/- charged by medical shops. You can purchase it directly from Pradhan Mantri Bhartiya Jan Aushadhi Kend,"Anyone requiring injection Remdesivir can get @ Rs 899/- as against rs.400,- charged by medical shops.",0.567
Bilawal Bhutto dances to 'Besharam Rang',Pakistan is in the safe hands of leaders like Bilawal Bhutte.,0.0667
exercise and a good diet enough to beat Covid 19,"The best way to avoid COVID altogether is to exercise, eat healthy and let your immune system beat it naturally.",0.2679
"Claim

#RepublicDay2023: Pakistani flag found hoisted in #Bihar's Purnea, probe underway","Pakistani flag found hoisted in #Bihar’s Purnea, probe underway",0.6985
Did KKK members carry a banner endorsing Trump?,Trump has promoted racism and division in our country,0.0556
Joint Entrance Examination (JEE) Mains 2020 has been canceled at many centers in Lucknow.,"In Lucknow, JEE paper was cancelled in many centers",0.2616
Joe Biden introduced a man in blackface as Michael Jackson at a dinner in 1987,"Joe Biden participated in ""Black Face"" skit in a unfunny way.",0.2497
The Person Seen In This Video Isn Congress MLA,This video shows Congress MLA Anil Upadhyay saying in this video is the country knows.,0.5799
"Fatima Sheikh is the same actress who played Aamir Khan's daughter in the film Dangal. Fatima played the role of Geeta Phogat in the film. Today she has become the third wife of Aamir Khan. Well this is his personal matter. But this same Aamir Khan will make Satyamev Jayate program and speak on the evils of Hindu child marriage and dowry system?? We live in a country where there are such hypocrites who talk about women's rights in ""TV-programs"" like Satyamev but are ready to marry the girl whose father they play",Aamir Khan will make Satyamev Jayate program,0.072
A letter to The Times newspaper was signed by a Mr Martin Spiro. Records from the General Medical Council show that the only Martin Spiro registered died five years ago.,The Times Newspaper has published a GP-bashing letter from Mr Martin Spiro FRCS today.,0.2455
Juvenile Jamia shooter's marksheet is not authentic,Rambhakt Gopal’s Jewar Public School does not have students enrolled in class IX and X.,0.0556
Tax to be levied on Ganga Aarti and priests in Varanasi,The tax will be imposed on the rituals of Hindus under the reign of the so-called great Hindu heart emperor Shri Yogi Adityanath ji and Shri Narendra Modi ji,0.1562
