ground_truth_claim,generated_claim,meteor_score
Disposable paper phones coming soon….as the world gets more technologically advanced!,Disposable paper phones coming soon....as the world gets more technologically advanced!,0.8989
Strange light in sky before earthquake👀👀👌,Strange light in sky before earthquake,0.83
Blocking the implementation of the national identification system is in the agenda of the National Democratic Front of the Philippines (NDFP) under the proposed Comprehensive Agreement on Social and Economic Reforms (CASER).,"In the CPP’s CASER agenda, the ID system is one of those they made sure will never be imposed. Violation of privacy daw. In truth they didnt want those with No Permanent Address to be identified. Came Marawi Siege, we didn't have any ID to trace our people for COVID-19.",0.1621
"A scam is asking people to input the personal details, including bank details, to receive ""Covid-19 Relieve.""",The UK GoV site is trying to harvest personal data from the elderly.,0.1179
Video of Muslim girls being harassed by RSS members in India,Muslim sisters harassed by goons,0.2457
" Congress Spokesperson Randeep Singh Surjewala tweeted that BJP MP Kalraj Mishra in a rally in Faridabad on Sunday threatened to shoot those who protested against Faridabad MP. On closely monitoring the original video, we found that Surjewala's claims are false.",Video of BJP leader Kalraj Mishra ji speaking in a threatening tone to those who raised slogans against the Faridabad MP,0.2543
Saudi Arabia is the only country not having a permanent river flowing within it,A social media post claims that the claim is Mostly False.,0.1087
"Invite a duffer to talk on geopolitics, who insults his nation in a foreign country and mocks  democratic election process in front of global mafia, this is what happens. You lose credibility for giving such a duffer with zero credibility a public platform.",A duffer who insults his nation in a foreign country mocks democratic election process in front of global mafia.,0.4454
The claim: Photos prove sea level hasn't risen in Sydney Harbor,The claim: Earth is flat,0.3049
There is no proof HIV is the cause of AIDS,HIV is the cause of AIDS,0.6236
Video of Muslims turning Telangana Jogulamba temple into a mosque,Video of Muslims turning Telangana temple into a mosque,0.9041
Picture of Supriya Sule sitting in Maharashtra SM chair,Image shows a man sitting on a chair with a mask on his arm,0.1053
"The Washington Times ran a photo of ""President Gore"" after Election Day 2000",The 2021 SC GOP poll results show that the majority of voters are Democrats.,0.0667
"The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.",The Taliban has accepted the Covid-19 vaccine as a departure from its usual position against immunization programs,0.0557
Did Buhari violate the law by appointing Usman Baba as IG?,"President Muhammadu Buhari approved the renewal of his term of office for the Chairman, Executive Secretary and members of the Board of trustees of Nigeria Police Trust Fund.",0.0725
A £22 billion Test and Trace contract was given to a company which has been prosecuted twice by the Serious Fraud Office.,"SGL will pay a financial penalty of £19.2 million, and the full amount of the SFO’s investigative costs ( £3.7m).",0.1078
"A lot of people believe that Bhut Jolokia (Ghost Pepper), a chilli that grows in North East India, is the hottest and spiciest chilli in the world. We fact-checked and found that Bhut Jolokia was the hottest chilli at one point of now, but no more. We rate this claim as Mostly False.",The world’s hottest chili pepper and 400 times hotter than Tabasco sauce,0.0757
"""Illegal immigrants"" are kept in hotels and are fed and clothed as well as receiving benefits.","""Illegal immigrants are kept in hotels and are fed and clothed as well as receiving benefits.""",0.998
A Facebook post claims New Zealand's national debt has risen to more than $NZ120 billion.,New Zealand’s new debt is high,0.0882
"Like this friends, this has saved 300 lives of passengers.","Like this friends, this has saved 300 lives of passengers",0.924
Bhut Jolokia is the hottest chilli in the world,The world’s hottest chili pepper and 400 times hotter than Tabasco sauce,0.3947
Comparing daily temperatures to 1979-2000 baseline disproves global warming,"""It's just a money grab. A transfer of wealth if you will.""",0.0
"""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""","""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""",0.9999
"The IMF has just created Unicoin, which is a Central Banking Digital Currency.",IMF Unveiled New Global Currency Known As The ‘Universal Monetary Unit’ To ‘transform’ World Economy,0.1299
"The problem in Britain is not immigration, the problem in Britain is white people",The problem in Britain is not immigration.,0.4838
"For every three victims of domestic abuse, two will be female, one will be male.",The number of children in the UK has fallen from 5.2% to 4.5%.,0.0562
A picture of the coronavirus-infected patient's throat,This photo shows the throat infected with coronavirus,0.125
"HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand",H.A.R.P used to destroy countries,0.0
"Average energy costs in the UK are €2,960, €650 in France and Belgium, €620 in Spain, €558 in Germany and Denmark, €546 in Holland, €545 in Austria and €543 in Norway, €476 in Finland and €174 in Poland.","Average energy prices in the UK and the rest of the country are £2,585.",0.1639
Kamala Harris is listed as 'Caucasian' on her birth certificate.,Sen K Harris listed as Caucasian on her birth certificate … by her parents,0.4692
"Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028","Leni Robredo said, “Ibabalik ko po ang Aquino government.”",0.2197
A video of MP Chief Minister Shivaraj Singh Chauhan,Results of Madhya Pradesh by-election declared: Chief Minister Shivraj Singh Chauhan,0.4796
Claim: Trump nixes aid for California fires but offers help to Putin for Siberian wildfires,Trump says No Aid for CA fires. But in July he offered to help Putin with fires in Russia.,0.2727
"Mother of blind devotees, after a lot of hard work got this pick!!",Photo of Smriti Irani in belly dance attire,0.0329
Video of a little girl firing a gun is with the National Resistance Front of Afghanistan to fight against the Taliban,Small girl with #NRF to fight against #Talibans,0.2568
A video circulating on social media claims that a homemade CBD gummies recipe can reverse Type 1 and Type 2 diabetes. We fact checked and found the claim to be False.,Using this 1/day can eliminate the need for checking sugar levels.,0.0647
kids getting hepatitis because of the J&J Covid vaccine,Children getting hepatitis because of an adenovirus,0.4698
"Claim: Biden attacked over age, policies on pot and prisons and charges of being 'creepy'","Joe Biden is ancient, showing pretty severe signs of dementia, doesn't believe in legalizing weed, wrote a bill that is a huge contributor to our mass incarceration problem, oh yeah, and he's a creepy rapist.",0.1463
"Says his supporters were ""protecting"" Joe Biden's campaign bus in Texas.",Video shows vehicles displaying Trump flags surround a Biden campaign bus going down a highway in Texas,0.2934
Bears eating apples somewhere in kashmir,Bears eating apples somewhere in kashmir,0.9977
The claim: Moon visible in the daytime proves Earth is flat,The claim: Earth is flat ,0.4934
Funding for schools is down by 8% in real terms.,The average level of spending per pupil by primary and secondary schools rose by around 5% in real terms in the 2015-16 and was still largely protected under the coalition government.,0.3401
Om Birla's daughter clears UPSC without taking exam,Photo of former Lok Sabha Speaker Anjali Birla who became IAS without taking exam,0.3947
Sunidhi chauhan sang an obscene song in front of Rahul Gandhi,Refreshing nights of padyatra days With Rajasthan CM Ashok Gehlot -Rahul Gandhi,0.0901
Will our BJP government return in 2024,Will our BJP government return in 2024!!!,0.9575
A Facebook user shared a video alleging that Buhari was arrested by ICC.,BUHARI WAS ARRESTED BY ICC BUT THIS VIDEO WAS BLOCKED BY THE FEDERAL GOVERNMENT,0.2143
Nancy Pelosi is gearresteerd.,Nancy Pelosi is gearresteerd.,0.996
"In Chembur, Maharashtra, 5 people fell into a drain after a concrete slab broke.",Don't miss the end near Amar Mahal chembur,0.0309
Dr Seuss has been cancelled.,Doctor Suess has been cancelled,0.4991
Photo of Union Minister Smriti Irani drinking alcohol and preparing counter tweets to Rahul Gandhi,Minister for Replying to Rahul Gandhi’s tweets @smritiirani,0.3055
"Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.","Boiled Cinnamon And Honey Is The Cure For Cancer, Arthritis, Cholesterol And Many More Health problems",0.3704
India administered vaccines to 1 billion people by October 2021,One billion people have been vaccinated in India since 2014,0.446
Video of the huge crowd that gathered for the Pathaan movie screening in UAE,Video of huge crowd at the screening of Pathaan movie,0.4642
"""While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!""","“While California is dying … Gavin is vacationing in Stevensville, MT.”",0.6764
"""At the same moment that Biden is accusing Republicans of fascism, his DHS has published a cartoon on Facebook urging children to report their parents to federal authorities if their parents post something called covid disinformation.""",“The Biden admin is telling kids to rat out their parents if mom or dad shares “COVID misinformation.”,0.1529
Argentine boy who died at age 4 was part of a COVID-19 vaccination campaign,The claim: Argentina's posterboy for coov fauxinations died at age 4,0.2855
"""Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals.""   ","""Many of the people in DACA, no longer very young, are far from “angels.” Some are very tough, hardened criminals. President Obama said he had no legal right to sign order, but would anyway.""",0.8451
BJP leader Anil Upadhyay manipulated EVM in Maharashtra,BJP che Anil Upadhyay Hanche Karname Bagha,0.3235
monkeypox is specific to a gender,monkeypox is specific to a gender,0.9977
"The claim: Moderna CEO admits company produced 100,000 COVID-19 vaccine doses before pandemic  ",Moderna CEO admits Company Produced 100 million Covid-19 Vaccine Doses Before Pandemic Started,0.7165
"The NHS internal market, created in the 1990s, costs around £10 billion a year.",The UK government’s 2019 tax returns show that the UK will not be able to afford vaccines.,0.1156
"Photos showing a polluted Pasig River, Manila Bay and Boracay were taken during ""disente time"" or the Aquino administration.",Bastos Time Vs Desenti Time,0.0236
Sonu Sood requested voters to vote for Tejashwi ji for the development of Bihar,Sonu Sood said vote for Tejashwi ji for the development of Bihar,0.7947
Former ABS-CBN president and CEO Charo Santos-Concio apologized for the network's mistake,Video of a woman singing ‘Modi’ slogans,0.0
"A Facebook user is looking for their son, Tyler, who went missing after going to school.",A boy called Tyler White has gone missing.,0.1667
A video allegedly showing PM Narendra Modi calling himself the son of a Pathan has gone viral on social media. We found that the video is being shared with misleading claims.,"I am a Pathan child, during Modi ji’s Kashmir rally, these bhakts try to prove him as a Hindu lion. Haha.",0.1235
"Respectable aristocratic hero. A warrior who accomplished his responsibility with bullets. A person who symbolises Indian bravery and sacrifice. Let's pay homage to Nathuram Vinayak Godse on Father of Nation, Gandhi's birthday with pride! – Senthamizhan Seeman",Fake news,0.0
New COVID-19 vaccination guidelines of India,New Covid Vaccination policy wef 1 Mar 2021,0.1613
"A 24-second video clip of a IPL match played between Kings XI Punjab and Rajasthan Royals at Sawai Mansingh Stadium in Jaipur has gone viral on social media with claims that people raised slogans of ""Chowkidaar Chor Hai (Watchman is a thief)"" during the match.  The slogans of ""Chowkidaar Chow Hai"" were raised in response to the slogans of ""Modi Modi"". It would be wrong to say that only the slogans of ""Chowkidaar Chor Hai"" were raised in the stadium.",IPL Modi in London must be having a hearty laugh over the sloganeering 'Chowkidar chor hai',0.0684
"482 Covid-19 deaths were recorded in the UK on 19 April, 508 on 20 April and 646 on 21 April.",The number of Covid-19 deaths has increased by 646.,0.1788
Islamic State has hacked a major computer network used by universities.,"IS has the technology to pull off such a heinous act of cybercrime, so maybe it was them",0.0787
"A newborn baby has been found abandoned in Hengrove, Bristol.","A newborn baby has been abandoned in Hengrove, South Yorkshire.",0.8221
Immigrants are 60% less likely to claim benefits than a British-born person.,26% of NHS doctors are foreign-born,0.0752
"""A bounty of $80 MILLION has been placed on President Donald Trump's head by Iran as tensions between the country and the USA rise.""",A bounty of $80 MILLION has been placed on President Donald Trump’s head by Iran as tensions between the country and the USA rise.,0.8994
Various posts in local community Facebook groups are genuine appeals for help.,A Facebook user needs help to find a missing or injured dog.,0.1154
Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad',This policeman is in the country,0.0439
Spain's Health Ministry said that the SARS-CoV-2 virus has never been isolated.,The Ministry of Health has issued circular regarding the Covid-19 vaccine.,0.1812
Five million patients in England were denied a GP appointment when they tried to make one in October.,The most common reasons [they did not get appointments] were that GP practices were not allowing patients to book ahead.,0.2062
This is what is called progress! Direct charter flight ride by auto rickshaw! Only Kejriwal uncle can do this miracle!,Arvind Kejriwal is flying on a private plane,0.0465
The claim: Antibiotics 'cancel out' birth control ,Antibiotics cancel out birth control,0.367
i feel amazing. didn't have to take a single pain pill for my wisdom tooth extraction! just drank pineapple juice and vibed. highly recommend.,pineapple juice and vibed can cure tooth decay,0.1799
"An Instagram post claims Victorian Premier Daniel Andrews said ""insisting on human rights"" under COVID-19 restrictions was not only selfish but also stupid.",“Nothing should stand above human rights.”,0.1052
Viruses like influenza don't have seasons,"You are the incubator.... Since Vs are part of our genome, they release in response to stress to the body.",0.0
Bananas are radioactive,Bananas are radioactive,0.9815
"Picture shows a participant of Aurat March 2022 carrying a placard with text that reads, ""God please give me a penis I want to rape men.""",If you don’t have penis then rape is fine,0.0534
Spending on social care is down 8% since 2010.,"""7 years of Tory rule has crushed the NHS and is causing deaths & illnesses throughout the country.""",0.0833
"Babiya, the god's own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam.

The divine crocodile lived in the temple's lake for over 70years by eating the rice & jaggery prasadam of Sri Ananthapadmanabha Swamy & guarded the temple.

May she attain Sadgati, Om Shanti!",The god’s own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam.,0.2322
Dandelion root is able to kill 98% of cancer cells within 48 hours.,Scientists Find Root That Kills 98% of Cancer Cells In Only 48 Hours,0.5928
Joe Biden waved to an empty field after deplaning in Florida.,Joe Biden waved to an empty field in Florida,0.765
A video claims to show people partying in public in Sydney's Bondi while the city was subject to strict COVID-19 lockdown rules.,A social media post claims that the claim is Mostly False.,0.0877
Rape has been legalised in the UK as offenders can now escape punishment if they apologise to their victims.,"The community resolution process is sometimes an appropriate outcome for cases involving child perpetrators, people with specific needs or learning difficulties or consensual relationships between teenagers.",0.0481
"""No Farmer Committed Suicide In UP In 6 Years"": Yogi Adityanath",Yogi Adityanath committed suicide in UP in 6 years,0.663
"2021 was one of the deadliest years in history for law enforcement, with a 55% increase in police fatalities. ",“Last year was the deadliest on record for police officers in fifty years.”,0.2486
"Congress President Rahul Gandhi has claimed that Masood Azhar, a convict of the Pulwama attack, was released from India by the BJP in 1999. He said that India's National Security Advisor Ajit Doval went to Kandahar to hand over Azhar. We found that Rahul Gandhi's claim that ""Ajit Doval had gone to Kandahar from Delhi in the aircraft with Masood Azhar"" is not correct. Mr Doval was already in Kandahar and was involved in conversations regarding the safe release of the passengers in the hijacked plane. 
",NSA Ajit Doval himself escorted Masood Azhar to freedom,0.0426
Japan has dropped Covid-19 vaccine mandates.,Japan has revoked Covid-19 vaccines.,0.6464
"Image of a Mosque is being built on Hyderabad – Warangal highway, near Bhongir in Telangana",Image of a mosque being built on the Hyderabad-Warangal highway,0.4779
"""I have never asked the president to resign. So what the book said was not true.""","“I never asked the president to resign, that’s what the book tried to say.”",0.5054
I have attached a copy of the amendment made in 2016 that those who do not know Tamil can join the government services in Tamil Nadu. Page 44 says so. But one 'fact-checking' website says there is no evidence regarding this. Which is right?,The 2016 government’s resolution on Tamil Nadu Government is not correct.,0.1283
Chief Minister watching live video of how policemen burn Hathras gang rape victim,Video of Hathras gang rape victim was burnt by UP police,0.5254
He is a boy from Kashmir who looks like SRK,Shahrukh Khan is a boy from Kashmir who looks like SRK,0.8905
"If you have a runny nose and sputum, you have a common cold.",This new virus is not heated,0.0
Is the video released by India as an attack on Pakistan was an old video of Syria?,The claim: Video shows Joe Biden being thrashed by the public,0.0862
Anti nazi?? Soros? Better check your facts! That's an SS uniform and he was a Nazi! Hmmm,“Anti-Nazi Jewish old humanitarian” and “non-existent) Communism and the vaccine in the midst of a pandemic” are off any scale I know of.,0.0424
almonds can prevent Cancer,Almonds can cure diseases,0.4688
"Nadine Dorries said people should stop moaning about the demand for food banks, and  families would need to ""live within their means"" because ""food doesn't grow on trees"".","Nadine Dorries is the Secretary of State for Digital, Culture, Media and Sport.",0.1607
"Kabataan Party-list Rep. Sarah Elago told parents, ""Your children are not yours. They came through you but they do not belong to you.""",The Philippine government is investigating the Covid-19 vaccines.,0.0192
"""The problem isn't guns and it isn't COVID either. It's violent rioting and the Defund the Police movement, both of which were supported, financially and rhetorically, by the Biden admin.""",“The problem isn’t guns and it isn't COVID either.”,0.2209
"The Gates Foundation ""has the patent for this coronavirus.""",Bill Gates still helping known patent trolls obtain more patents,0.0847
"""President Joe Biden admits to faking the election.""",“President Joe Biden admits to faking the election.”,0.8176
"The United States spent ""2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.""",“2 trillion dollars to train and equip the Afghan military over the past 20 years.”,0.592
there were no cases of Flu in the year 2021,The claim: Video shows Joe Biden and Kamala Harris singing together,0.049
The average global temperature has increased 0.134 degrees since 1978,The claim: Video shows Donald Trump wearing a mask,0.05
A document released by the FDA confirms the presence of graphene oxide in the Pfizer vaccine against Covid-19.,"TwinStrep-tagged P2 S, 4 mL purified protein at 0.5 mg/mL were applied to gold Quantifoil R1.3 300 mesh grids fresh overlaid with graphene oxide",0.0957
A man committing suicide opposing CAA & NRC.,A man commits suicide opposing CAA/ NRC.,0.7773
mRNA vaccines are gene therapy.,mRNA vaccines are gene therapy,0.8441
"Photo shows Joe Biden ""doesn't wear a mask on a plane.""
",Be a patriot. Wear a mask.,0.1748
Recent pictures of damaged Indian army vehicles after being hit by a massive landslide in Ladakh,Video of three vehicles carrying heavy bombs in JMK,0.098
"""Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals.""","""Many of the people in DACA, no longer very young, are far from “angels.” Some are very tough, hardened criminals. President Obama said he had no legal right to sign order, but would anyway.""",0.8451
There is a live criminal investigation into the Covid-19 vaccine programme.,The Covid-19 vaccine is causing a spike in blood.,0.4331
A tweet claims to be from Essex Police describing its recruitment strategy.,“If you’re from the correct background you can submit a streamlined application without your CV.”,0.1095
"teeth whitening can be done using carrot, turmeric and toothpaste in 1 minute",teeth whitening can be done in 1 minute,0.5924
The newly appointed TTD Chairman YV Reddy is a converted Christian and his full name is Yehova Vincent Subba Reddy,Yohav Vincent Subbareddy is newly appointed chairman of Tirupathi Tulmala Balaji temple,0.1938
"As the COVID-19 global death toll continues to rise, a social media post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.",Former PM Laisenia Qarase passes away in Suva died from Covid-19,0.2086
"Mask mandates preventing access to food, healthcare or education are a war crime, according to the Nuremberg Code.",Masks are not mentioned in the Code.,0.1888
Sapna Chaudhary died in an accident in Sirsa,Sapna Chaudhary died in an accident in Sirsa,0.999
Omega-3 Fatty Acids can repair nerve damage,Omega-3 Fatty Acids can repair nerve damage,0.9985
People are reserving tickets to Trump's Tulsa rally to leave empty seats. It probably won't work,“Over 1 million ticket requests for the @realDonaldTrump #MAGA Rally in Tulsa on Saturday.”,0.1053
"Irish dancers performed to Queen's ""Another One Bites The Dust"" outside Buckingham Palace, shortly after the Queen's death.",The Queen died and the Irish are already on it.,0.1101
"A photo of Cambodian prime minister, Hun Sen, being arrested by police. This photo is also attached with the caption in Khmer which means in English as ""As I said, ICC"".",The claim: Video shows a young boy being thrashed by the police,0.0704
"""[Steve] Bullock's health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.""","“New NRSC Ad in #MTSen @stevebullockmt ‘s proposed government run health care plan will raise taxes, increase wait times, and devastate rural hospitals.”",0.2569
"""Duplicate Made in China Amul Butter has come in the market.",Duplicate Made in China Amul Butter has come in the market.,0.93
"Years ago I wrote an article headlined 'How green is my Bengal?' which fetched the usual cacophony of #LeftLiberal protest and snark.

Sadly Bengali 'intellectuals' are collaborators in this hate project. Useful Idiots don't realise the mob will devour them first.",Years ago I wrote an article headlined ‘How green is my Bengal?’ which fetched the usual cacophony of #LeftLiberal protest and snark. Sadly Bengali 'intellectuals' are collaborators in this hate project. Useful Idiots don't realise the mob will devour them first.,0.9571
"""Joe Biden called Black youth super predators.""",“Joe Biden called Black youth super predators.”,0.7992
Fibres from face masks and test swabs are evidence that nanoparticles are being inserted into us.,"Black worms in masks and covid swabs, I think they are nanoparticals or nanobots.",0.2201
The King of Bahrain has a heavily-armed robot as a bodyguard.,King of Bahrain arrives in Dubai with his Robot bodyguard,0.378
Lata Mangeshkar passes away,Lata Mangeshkar passes away,0.9922
There are 1.9 million more children studying in good or outstanding schools since 2010.,The weaker schools are in the dataset when they become an academy.,0.1351
"Massive 7.8 magnitude #earthquake strikes #Turkey
Turkey💔 #Turkey #amed #earthquake #Earthquake",Massive 7.8 magnitude #earthquake strikes #Turkey,0.3921
Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,The claim: Video shows rappers dancing in the air,0.1486
"Says the Biden administration is choosing to send baby formula to the border as one of its ""out-of-touch priorities.""",A photo shows a pallet filled with baby formula at the U.S. border,0.1496
Inauguration ceremony of a cinema hall playing an Israeli film in Saudi Arabia,"Inauguration function of cinema by Mohammad Bin Salman Al Saud, in Saudi Arab, where an Israeli film is on display. This cinema is a part of 50 thousand such cinemas, which will be in place till ending 2030 in collaboration with Israel.",0.4197
"""On election night, 11:15 at night, the algorithms of these (voting) machines broke … Donald Trump got so many more millions of votes that they didn't expect, that they're going to have to go recalibrate, right? So that's why all these states shut down. All of a sudden they all shut down. And we're all going, 'What? That's weird, this has never happened in any other election.'""","""MyPillow guy Mike Lindell's big lie special on OAN begins with an epic disclaimer.""",0.0309
People of Bihar chasing BJP supporters,Tractor rally led by Ambala MP Ratan Lal Kataria and Kurukshetra MP Naib Saini faced heavy protests in Naraingarh,0.0
Covid-19's infection fatality rate is 0.1%,The number of Covid-19 deaths in the UK is 0.76%.,0.1786
"""The CDC has the power to extend the eviction moratorium.""",The CDC has the power to extend the eviction moratorium.,0.8591
"Due to COVID-19 Outbreak, Central Govt. Has Started Online Processing of GST Refund. Click on the given website",Central Government Has Started Online Processing of GST Refund. Click on ‘Onlinefilingindia.in’,0.5376
"""Sunlight actually can kill the (novel coronavirus.)""",COVID-19 vaccines cause cancer,0.0
Black Garlic can cure 14 types of cancer,Black garlic can cure 14 types of cancer,0.999
Viral video of people electrocuted during Ganesh festival is recent,3 boys died after touching an electric wire in Gujarat,0.0
This daughter has been found in Bareilly on the train coming from Mumbai. Her name is Sonal Pate. Plz share further whoever has it. Pray too. Do good. Maybe you will help her reunite with her family,"Video of a daughter missing in Bareilly, Mumbai",0.0816
"February 6, 2023

....There are reports of several hundred dead.

The Entire buildings collapsed in South #Turkey the epicenter of 7.8 magnitude earthquake in last hour,
#Turkey #earthquake",The Entire buildings collapsed in South #Turkey the epicenter of 7.8 magnitude earthquake in last hour,0.5008
Video of BJP MLA getting beaten up by people in Patna (Bihar).,Bihar BJP MLA beaten up in masin,0.3599
"A social media user claim that if you have nasal congestion, you can clear it by either eating it raw or inhaling vapors of garlic in water. We fact-checked and found the claim to be Mostly False. ",Raw garlic can cure nasal congestion,0.1016
"David Miller Daughter, and his little princess die due to cancer ahead of India vs South Africa ODI. He shares a heartfelt message on his Instagram account. He wising goodbye to his little princess. Miller also shared a video and said ""Rip my little",David Miller Daughter died due to cancer,0.1071
"In Qatar fans who are not allowed to enter the stadium with beer at the World Cup are being caught trying to enter the stadium with Pepsi stickers in this form.  It should be noted that Qatar prohibits any alcoholic beverages.

Brazilians have find a way to enter the stadium of Qatar with beer.

#FIFAWorldCup  #Argentina",Qatar fans trying to enter the stadium with beer at the World Cup,0.1787
COVID Vaccine make you a 'ticking time bomb',COVID-19 vaccines cause spike proteins,0.0581
Canadian sniper 'Wali' was killed by Russian forces in Ukraine,Canadian sniper Wali is dead,0.1803
"The claim: Biden said, 'People are dying that have never died before'",Biden said that “People are dying that have never died before...”,0.6007
"Says ""Dr. Fauci lied about masks in March.""","The Lord has forgiven you, so must you also do.",0.045
Photo shows U.S. Rep. Lauren Boebert with two scantily dressed men.,"Take your children to CHURCH, not drag bars.",0.0424
"Congress party shared a picture of a truck on World Sleep Day, which read: ""Don't blow horns, Modi government is sleeping"" but the picture was photo shopped and not real.","If you’re awake this ones for you, sadly Modi won’t be reading this.#WorldSleepDay",0.0425
Photo of Pakistani government providing security to New Zealand cricket team,The Pakistani government provided security for the New Zealand cricket team,0.7216
The new US President Joe Biden kneeling and apologising in front of the daughter of a black man who was strangled to death by white American police during the Trump administration,The new US President Joe Biden kneeling and apologising in front of a black man who was strangled to death by white American police during the Trump administration,0.9115
Mayor of London Sadiq Khan said people should learn Arabic.,London Mayor says we should create harmony by learning Arabic.,0.4646
Post implies Gates wanted to control population through vaccine deaths,“Bill Gates did one and said there were too many people on the planet.”,0.0467
"Says 12 restaurants and food companies are ""supporting Trump's re-election.""
",A social media post claims that the claim is Mostly False.,0.0362
Video of Dubai Police playing Indian National Anthem for 2021 Independence Day celebrations,Video of Dubai police celebrating Indian Independence Day celebrations,0.6182
Some of the foreign aid budget went on China's film and museum industry last year.,£14 billion went to boost China’s film industry,0.1227
Nicola Sturgeon has banned the Union Jack from British government buildings and replaced it with the EU flag.,The First Minister has instructed that the European flag is flown from Scottish Government buildings on a daily basis except for specific flag flying dates.,0.2701
Passports aren't required to enter the United States from Mexico and Canada.,Anyone who needs a passport to go to Mexico without any documents at all.,0.1418
Asiatic lions sighted in Gujarat,Asiatic lions sighted in Gujarat,0.996
A boy with autism named Brayden and his dog are missing in Derbyshire.,Anyone wanting to reunite an vulnerable person would not disable comments.,0.0362
Tennessee ban Plan B and made its ordering criminally punishable,Tennessee ban Plan B,0.4222
A Muslim youth molested a Hindu woman in the market,Muslim youth molested a Hindu woman in the market,0.9085
"Jim Jordan said, ""It's finally happening! Adam Schiff will be impeached.""",Jim Jordan said Adam Schiff will be impeached,0.493
Naomi Biden says Joe Biden died four years ago and was replaced by his twin,"Naomi Biden says Joe Biden died four years ago, replaced with twin",0.7357
"The UK has recorded five times more deaths ""due to"" the Covid-19 vaccines than all other vaccines over the past five years",The UK has fallen the risk of getting the Covid-19 vaccine.,0.2511
Boy infected with HIV from tainted pineapple,A 10-year-old boy had eaten pineapple and fell sick.,0.137
"""Harvard is sitting on top of a $54 billion hedge fund they call an 'endowment' that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion. Princeton $26 Billion.""",Harvard is sitting on top of a $54 billion hedge fund they call an ‘Endowment’ that they pay zero taxes on,0.5163
"""Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore.""",Fox News reported to 97% of Virginia residents reported fraud,0.2172
Facebook users have the chance to win a Center Parcs holiday by interacting with a post.,The CEO of Center Parcs is offering a free holiday for 8 people by December 23.,0.2821
Big breaking. Bill passed in US which recognized Hindu New Year. Sanatan's danka is ringing all over the world. Jai Shri Ram,Big breaking. Bill passed in US which recognized Hindu New Year. Sanatan,0.5517
"A ""sign outside Bucks County voting place. Democrats shown, republicans blurred out. … More scamming in Pennsylvania!""","“Only sign outside Bucks County voting place. Democrats shown, republicans blurred out.”",0.6249
Shahrukh Khan says when Pakistan won a match feels like his father won.,Shahrukh Khan said when Pakistan won the match feels like his father won.,0.9269
COVID-19 always had a greater survival rate than influenza.,Australians for Assange… with Russia?,0.0
Saint Luke's Hospital of Kansas City suggesting that extensive research has shown that Vodka can kill novel Coronavirus,Drinking alcoholic beverages reduces the risk of infection by novel coronavirus,0.1404
"A patch on law enforcement officers in Portland is for ""ZTI solutions, a PRIVATE contractor.""",Not cops Blackwater Mercenaries,0.0
"A man called Martin Jones, who has dementia and is 79, has been reported missing in Grimsby.",A man called Martin Jones has dementia.,0.3989
"Over the past two years, employment is up.",The claim: Payroll employment is declining ,0.2635
President Rodrigo Duterte fulfilled his promise to go to the South China Sea via jet ski and wave the Philippine flag,Daddy Digs has fulfilled his promise to go to the South China Sea to raise the flag of our Flag.,0.5147
Anyone requiring injection Remdesivir can get @ Rs 899/- as against Rs.4000/- charged by medical shops. You can purchase it directly from Pradhan Mantri Bhartiya Jan Aushadhi Kend,Remdesivir can be bought from Pradhan Mantri Bhartiya,0.2091
Bilawal Bhutto dances to 'Besharam Rang',Pakistan is in the safe hands of leaders like Bilawal Bhutto…they want Kashmir,0.0658
exercise and a good diet enough to beat Covid 19,"The best way to avoid COVID altogether is to exercise, eat healthy and let your immune system beat it naturally.",0.2679
"Claim

#RepublicDay2023: Pakistani flag found hoisted in #Bihar's Purnea, probe underway",Pakistan flag hoisted in Bihar’s Purnea,0.2447
Did KKK members carry a banner endorsing Trump?,Trump said he’s promoted racism and division in our country,0.0538
Joint Entrance Examination (JEE) Mains 2020 has been canceled at many centers in Lucknow.,JEE paper cancelled in Lucknow,0.1998
