ground_truth_claim,generated_claim,meteor_score
"""Illegal immigrants"" are kept in hotels and are fed and clothed as well as receiving benefits.",“Illegal immigrants” are kept in hotels and are fed and clothed as well as receiving benefits.,0.894
A Facebook post claims New Zealand's national debt has risen to more than $NZ120 billion.,A Facebook post claims New Zealand's national debt has risen to more than $NZ120 billion.,0.9999
"Like this friends, this has saved 300 lives of passengers.","Like this friends, this has saved 300 lives of passengers",0.924
Bhut Jolokia is the hottest chilli in the world,Bhut Jolokia is the hottest chilli in the world,0.9993
Comparing daily temperatures to 1979-2000 baseline disproves global warming,Comparing daily temperatures to 1979-2000 baseline disproves global warming,0.9993
"""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""","The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.",0.909
"The IMF has just created Unicoin, which is a Central Banking Digital Currency.","The IMF has just created Unicoin, which is a Central Banking Digital Currency.",0.9999
"The problem in Britain is not immigration, the problem in Britain is white people","There are 40,000 Muslim women and 20,000 Muslim men in prison.",0.034
"For every three victims of domestic abuse, two will be female, one will be male.","For every three victims of domestic abuse, two will be female, one will be male.",0.9999
A picture of the coronavirus-infected patient's throat,This photo shows throat infected with novel coronavirus,0.0625
"HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand","HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand",0.9998
"Average energy costs in the UK are €2,960, €650 in France and Belgium, €620 in Spain, €558 in Germany and Denmark, €546 in Holland, €545 in Austria and €543 in Norway, €476 in Finland and €174 in Poland.","Average energy costs in the UK are £2,585. In France and Belgium, energy bills are €620, in Spain €558, in Germany €546, in Holland €545, in Austria €543 and in Norway €476.",0.4466
Kamala Harris is listed as 'Caucasian' on her birth certificate.,Kamala Harris is listed as 'Caucasian' on her birth certificate.,0.9997
"Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028","Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028",1.0
A video of MP Chief Minister Shivaraj Singh Chauhan,Video shows people chanting pro-Khalistan slogans after the by-election in Madhya Pradesh,0.0538
Claim: Trump nixes aid for California fires but offers help to Putin for Siberian wildfires,Trump says No Aid for CA fires. But in July he offered to help Putin with fires in Russia.,0.2727
"Mother of blind devotees, after a lot of hard work got this pick!!",Photo of Smriti Irani in belly dance attire,0.0329
Video of a little girl firing a gun is with the National Resistance Front of Afghanistan to fight against the Taliban,Video of a little girl firing a gun is with the National Resistance Front of Afghanistan to fight against the Taliban,0.9999
A video circulating on social media claims that a homemade CBD gummies recipe can reverse Type 1 and Type 2 diabetes. We fact checked and found the claim to be False.,CBD gummies reverse Type 1 and Type 2 diabetes,0.2812
kids getting hepatitis because of the J&J Covid vaccine,kids getting hepatitis because of the J&J Covid vaccine,0.9996
"Claim: Biden attacked over age, policies on pot and prisons and charges of being 'creepy'","Says Joe Biden “is ancient, showing pretty severe signs of dementia, doesn’t believe in legalizing weed.”",0.1351
"Says his supporters were ""protecting"" Joe Biden's campaign bus in Texas.",Says his supporters were “protecting” Joe Biden’s campaign bus in Texas.,0.78
Bears eating apples somewhere in kashmir,Bears eating apples somewhere in kashmir,0.9977
The claim: Moon visible in the daytime proves Earth is flat,Moon visible in the daytime proves Earth is flat,0.7687
Funding for schools is down by 8% in real terms.,Funding for schools is down by 8% in real terms.,0.9997
Om Birla's daughter clears UPSC without taking exam,Om Birla's daughter clears UPSC without taking exam,0.9993
Sunidhi chauhan sang an obscene song in front of Rahul Gandhi,Sunidhi chauhan sang an obscene song in front of Rahul Gandhi,0.9996
Will our BJP government return in 2024,Will our BJP government return in 2024,0.9985
A Facebook user shared a video alleging that Buhari was arrested by ICC.,Video showing Buhari being arrested by the ICC,0.2776
Nancy Pelosi is gearresteerd.,Nancy Pelosi is gearresteerd.,0.996
"In Chembur, Maharashtra, 5 people fell into a drain after a concrete slab broke.",Video of a train damaged in Europe after collision with cattle,0.0915
Dr Seuss has been cancelled.,Dr Seuss has been cancelled.,0.9977
Photo of Union Minister Smriti Irani drinking alcohol and preparing counter tweets to Rahul Gandhi,Photo of Union Minister Smriti Irani drinking alcohol and preparing counter tweets to Rahul Gandhi,0.9999
"Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.","Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.",0.9999
India administered vaccines to 1 billion people by October 2021,India administered vaccines to 1 billion people by October 2021,0.9995
Video of the huge crowd that gathered for the Pathaan movie screening in UAE,Video of the huge crowd that gathered for the Pathaan movie screening in UAE,0.9998
"""While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!""","Says Gavin Newsom is vacationing in Stevensville, MT.",0.4529
"""At the same moment that Biden is accusing Republicans of fascism, his DHS has published a cartoon on Facebook urging children to report their parents to federal authorities if their parents post something called covid disinformation.""",The Biden admin is telling kids to rat out their parents if mom or dad shares “COVID misinformation.”,0.1533
Argentine boy who died at age 4 was part of a COVID-19 vaccination campaign,Argentine boy who died at age 4 was part of a COVID-19 vaccination ad campaign,0.9915
"""Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals.""   ","""Many of the people in DACA, no longer very young, are far from ‘angels. Some are very tough, hardened criminals.""",0.9279
BJP leader Anil Upadhyay manipulated EVM in Maharashtra,Video of BJP leader Anil Upadhyay spitting and assaulting the cops,0.4782
monkeypox is specific to a gender,monkeypox is specific to a gender,0.9977
"The claim: Moderna CEO admits company produced 100,000 COVID-19 vaccine doses before pandemic  ","Moderna CEO admits company produced 100,000 vaccine doses before pandemic",0.7324
"The NHS internal market, created in the 1990s, costs around £10 billion a year.","The NHS internal market, created in the 1990s, costs around £10 billion a year.",0.9999
"Photos showing a polluted Pasig River, Manila Bay and Boracay were taken during ""disente time"" or the Aquino administration.","Photo shows Manila Mayor Francisco ""Isko Moreno"" Domagoso working during ""disente time"" or ""bastos time.""",0.2775
Sonu Sood requested voters to vote for Tejashwi ji for the development of Bihar,Sonu Sood requested voters to vote for Tejashwi ji for the development of Bihar,0.9998
Former ABS-CBN president and CEO Charo Santos-Concio apologized for the network's mistake,Charo Santos-Concio apologized for the terrible lapses in logic of the presidential debate,0.3723
"A Facebook user is looking for their son, Tyler, who went missing after going to school.",A child named Tyler has gone missing in Guildford.,0.1381
A video allegedly showing PM Narendra Modi calling himself the son of a Pathan has gone viral on social media. We found that the video is being shared with misleading claims.,Video of people chanting pro-Pakistan slogans during Modi’s Kashmir rally,0.0485
"Respectable aristocratic hero. A warrior who accomplished his responsibility with bullets. A person who symbolises Indian bravery and sacrifice. Let's pay homage to Nathuram Vinayak Godse on Father of Nation, Gandhi's birthday with pride! – Senthamizhan Seeman",The German government said investigating COVID-19 vaccines would be dangerous for democracy,0.0
New COVID-19 vaccination guidelines of India,New COVID-19 vaccination guidelines of India,0.9977
"A 24-second video clip of a IPL match played between Kings XI Punjab and Rajasthan Royals at Sawai Mansingh Stadium in Jaipur has gone viral on social media with claims that people raised slogans of ""Chowkidaar Chor Hai (Watchman is a thief)"" during the match.  The slogans of ""Chowkidaar Chow Hai"" were raised in response to the slogans of ""Modi Modi"". It would be wrong to say that only the slogans of ""Chowkidaar Chor Hai"" were raised in the stadium.",'Chowkidar chor hai' slogan raised by BJP supporters during the ongoing IPL match in London,0.0685
"482 Covid-19 deaths were recorded in the UK on 19 April, 508 on 20 April and 646 on 21 April.","646 Covid-19 deaths were recorded in the UK on 19 April, 508 on 20 April and 646 on 21 April.",0.9545
Islamic State has hacked a major computer network used by universities.,Islamic State has hacked a major computer network used by universities.,0.9997
"A newborn baby has been found abandoned in Hengrove, Bristol.","A newborn baby has been found abandoned in Hengrove, Bristol.",0.9997
Immigrants are 60% less likely to claim benefits than a British-born person.,Immigrants are 60% less likely to claim benefits than a British-born person.,0.9998
"""A bounty of $80 MILLION has been placed on President Donald Trump's head by Iran as tensions between the country and the USA rise.""",A bounty of $80 MILLION has been placed on President Donald Trump's head by Iran as tensions between the country and the USA rise.,0.9375
Various posts in local community Facebook groups are genuine appeals for help.,Various posts in local community Facebook groups are genuine appeals for help.,0.9998
Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad',Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad',0.9997
Spain's Health Ministry said that the SARS-CoV-2 virus has never been isolated.,Spain’s Health Ministry said that the SARS-CoV-2 virus has never been isolated.,0.9203
Five million patients in England were denied a GP appointment when they tried to make one in October.,Five million patients in England were denied a GP appointment when they tried to make one in October.,0.9999
This is what is called progress! Direct charter flight ride by auto rickshaw! Only Kejriwal uncle can do this miracle!,Swinder Dhawani is flying in a private plane. Who sponsored this flight?,0.0679
The claim: Antibiotics 'cancel out' birth control ,Antibiotics ‘cancel out’ birth control,0.3587
i feel amazing. didn't have to take a single pain pill for my wisdom tooth extraction! just drank pineapple juice and vibed. highly recommend.,“I feel amazing. didn’t have to take a single pain pill for my wisdom tooth extraction! just drank pineapple juice and vibed.”,0.8257
"An Instagram post claims Victorian Premier Daniel Andrews said ""insisting on human rights"" under COVID-19 restrictions was not only selfish but also stupid.","An Instagram post claims Victorian Premier Daniel Andrews said ""insisting on human rights"" under COVID-19 restrictions was not only selfish but also stupid.",1.0
Viruses like influenza don't have seasons,The claim: Viruses like influenza don’t have seasons,0.6541
Bananas are radioactive,Bananas are radioactive,0.9815
"Picture shows a participant of Aurat March 2022 carrying a placard with text that reads, ""God please give me a penis I want to rape men.""","Picture of a participant of Aurat March 2022 carrying a placard with text that reads, “God please give me a penis I want to rape men.”",0.8994
Spending on social care is down 8% since 2010.,"There are 5,240 fewer mental health nurses since 2010.",0.2701
"Babiya, the god's own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam.

The divine crocodile lived in the temple's lake for over 70years by eating the rice & jaggery prasadam of Sri Ananthapadmanabha Swamy & guarded the temple.

May she attain Sadgati, Om Shanti!",Crocodile in Sri Anantapura Lake temple has reached Vishnu Padam,0.1701
Dandelion root is able to kill 98% of cancer cells within 48 hours.,Dandelion root is able to kill 98% of cancer cells within 48 hours.,0.9999
Joe Biden waved to an empty field after deplaning in Florida.,Joe Biden waved to an empty field after deplaning in Florida.,0.9997
A video claims to show people partying in public in Sydney's Bondi while the city was subject to strict COVID-19 lockdown rules.,Prejudice and discrimination against people belonging to a particular social class.,0.0877
Rape has been legalised in the UK as offenders can now escape punishment if they apologise to their victims.,Rape has been legalised in the UK as offenders can now escape punishment if they apologise to victims.,0.9542
"""No Farmer Committed Suicide In UP In 6 Years"": Yogi Adityanath",“No Farmer Committed Suicide In UP In 6 Years”: Yogi Adityanath,0.8552
"2021 was one of the deadliest years in history for law enforcement, with a 55% increase in police fatalities. ","2021 was one of the deadliest years in history for law enforcement, with a 55% increase in police fatalities.",1.0
"Congress President Rahul Gandhi has claimed that Masood Azhar, a convict of the Pulwama attack, was released from India by the BJP in 1999. He said that India's National Security Advisor Ajit Doval went to Kandahar to hand over Azhar. We found that Rahul Gandhi's claim that ""Ajit Doval had gone to Kandahar from Delhi in the aircraft with Masood Azhar"" is not correct. Mr Doval was already in Kandahar and was involved in conversations regarding the safe release of the passengers in the hijacked plane. 
",BJP leader Ajit Doval escorted Masood Azhar to freedom,0.0488
Japan has dropped Covid-19 vaccine mandates.,Japan has dropped Covid-19 vaccine mandates.,0.9985
"Image of a Mosque is being built on Hyderabad – Warangal highway, near Bhongir in Telangana","Image of a Mosque is being built on Hyderabad – Warangal highway, near Bhongir in Telangana",0.9999
"""I have never asked the president to resign. So what the book said was not true.""",“I have never asked the president to resign.”,0.4505
I have attached a copy of the amendment made in 2016 that those who do not know Tamil can join the government services in Tamil Nadu. Page 44 says so. But one 'fact-checking' website says there is no evidence regarding this. Which is right?,ABP's recent survey,0.0
Chief Minister watching live video of how policemen burn Hathras gang rape victim,UP Police thrashing a victim of Hathras gang rape,0.354
He is a boy from Kashmir who looks like SRK,He is a boy from Kashmir who looks like SRK,0.9995
"If you have a runny nose and sputum, you have a common cold.",Coughing sputum and runny nose are symptoms of coronavirus,0.2192
Is the video released by India as an attack on Pakistan was an old video of Syria?,Spreading fake news,0.0
Anti nazi?? Soros? Better check your facts! That's an SS uniform and he was a Nazi! Hmmm,Anti nazi?? Soros? Better check your facts! That’s an old Jewish hoax!,0.6054
almonds can prevent Cancer,almonds can prevent Cancer,0.9922
"Nadine Dorries said people should stop moaning about the demand for food banks, and  families would need to ""live within their means"" because ""food doesn't grow on trees"".","Nadine Dorries said people should stop moaning about the demand for food banks, and families would need to “live within their means” because “food doesn’t grow on trees”.",0.8226
"Kabataan Party-list Rep. Sarah Elago told parents, ""Your children are not yours. They came through you but they do not belong to you.""",Senator Bong Go on May 4 blamed ABS-CBN for going off the air,0.0189
"""The problem isn't guns and it isn't COVID either. It's violent rioting and the Defund the Police movement, both of which were supported, financially and rhetorically, by the Biden admin.""","The problem isn't guns and it isn’t COVID either. It's violent rioting and the Defund the Police movement, both of which were supported, financially and rhetorically, by the Biden admin.",0.9016
"The Gates Foundation ""has the patent for this coronavirus.""","The Gates Foundation ""has the patent for this coronavirus.""",0.9997
"""President Joe Biden admits to faking the election.""",President Joe Biden admits to faking the election,0.7469
"The United States spent ""2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.""",The United States spent “2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.”,0.9284
there were no cases of Flu in the year 2021,there were no cases of Flu in the year 2021,0.9995
The average global temperature has increased 0.134 degrees since 1978,The average global temperature has increased 0.134 degrees since 1978,0.9995
A document released by the FDA confirms the presence of graphene oxide in the Pfizer vaccine against Covid-19.,A document released by the FDA confirms that the Pfizer vaccine against Covid-19 contains graphene oxide.,0.7723
A man committing suicide opposing CAA & NRC.,A man committing suicide opposing CAA & NRC.,0.9993
mRNA vaccines are gene therapy.,mRNA vaccines are gene therapy.,0.9977
"Photo shows Joe Biden ""doesn't wear a mask on a plane.""
",Photo shows Joe Biden “doesn’t wear a mask on a plane.”,0.7263
Recent pictures of damaged Indian army vehicles after being hit by a massive landslide in Ladakh,BJP MP Ravi Kishan featured Hotstar advertisement billboard in Uttar Pradesh,0.0323
"""Many of the people in DACA, no longer very young, are far from 'angels.' Some are very tough, hardened criminals.""","""Many of the people in DACA, no longer very young, are far from ‘angels. Some are very tough, hardened criminals.""",0.9279
There is a live criminal investigation into the Covid-19 vaccine programme.,The police have the evidence and authority under the Criminal Law Act 1967 to confiscate Covid-19 vaccines.,0.2952
A tweet claims to be from Essex Police describing its recruitment strategy.,A tweet claims to be from Essex Police describing its recruitment strategy.,0.9998
"teeth whitening can be done using carrot, turmeric and toothpaste in 1 minute","teeth whitening can be done using carrot, turmeric and toothpaste in 1 minute",0.9998
The newly appointed TTD Chairman YV Reddy is a converted Christian and his full name is Yehova Vincent Subba Reddy,YV Reddy is new TTD Chairman,0.2
"As the COVID-19 global death toll continues to rise, a social media post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.",A Facebook post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.,0.5614
"Mask mandates preventing access to food, healthcare or education are a war crime, according to the Nuremberg Code.","Mask mandates are preventing access to food, healthcare or education.",0.5086
Sapna Chaudhary died in an accident in Sirsa,Sapna Chaudhary died in an accident in Sirsa,0.999
Omega-3 Fatty Acids can repair nerve damage,Omega-3 Fatty Acids can repair nerve damage,0.9985
People are reserving tickets to Trump's Tulsa rally to leave empty seats. It probably won't work,"Says that if people “scooped up all the tickets for the (Trump campaign) rally in Tulsa,” then Trump could be “speaking to an empty crowd.”",0.1961
"Irish dancers performed to Queen's ""Another One Bites The Dust"" outside Buckingham Palace, shortly after the Queen's death.",The Queen died and the Irish are already on it,0.0885
"A photo of Cambodian prime minister, Hun Sen, being arrested by police. This photo is also attached with the caption in Khmer which means in English as ""As I said, ICC"".",The Covid-19 vaccine might kill children who receive it.,0.0284
"""[Steve] Bullock's health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.""",Steve Bullock’s health care plan will force rural hospitals to close.,0.316
"""Duplicate Made in China Amul Butter has come in the market.",“Duplicate Made in China Amul Butter has come in the market.,0.9228
"Years ago I wrote an article headlined 'How green is my Bengal?' which fetched the usual cacophony of #LeftLiberal protest and snark.

Sadly Bengali 'intellectuals' are collaborators in this hate project. Useful Idiots don't realise the mob will devour them first.",Years ago I wrote an article headlined ‘How green is my Bengal?’ which fetched the usual cacophony of #LeftLiberal protest and snark. Sadly Bengali ‘intellectuals’ are collaborators in this hate project. Useful Idiots don’t realise the mob will devour them first.,0.8715
"""Joe Biden called Black youth super predators.""",Joe Biden called Black youth super predators,0.7206
Fibres from face masks and test swabs are evidence that nanoparticles are being inserted into us.,Fibres from face masks and test swabs can cause Morgellons disease.,0.4811
The King of Bahrain has a heavily-armed robot as a bodyguard.,The King of Bahrain arrived in Dubai with his robot bodyguard.,0.5604
Lata Mangeshkar passes away,Lata Mangeshkar passes away,0.9922
There are 1.9 million more children studying in good or outstanding schools since 2010.,There are 1.9 million more children studying in good or outstanding schools since 2010.,0.9999
"Massive 7.8 magnitude #earthquake strikes #Turkey
Turkey💔 #Turkey #amed #earthquake #Earthquake",Massive 7.8 magnitude #earthquake strikes #Turkey Turkey,0.4249
Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,0.9999
"Says the Biden administration is choosing to send baby formula to the border as one of its ""out-of-touch priorities.""",Says the Biden administration is choosing to send baby formula to the border as one of its “out-of-touch priorities.”,0.9086
Inauguration ceremony of a cinema hall playing an Israeli film in Saudi Arabia,Inauguration ceremony of a cinema hall playing an Israeli film in Saudi Arabia,0.9998
"""On election night, 11:15 at night, the algorithms of these (voting) machines broke … Donald Trump got so many more millions of votes that they didn't expect, that they're going to have to go recalibrate, right? So that's why all these states shut down. All of a sudden they all shut down. And we're all going, 'What? That's weird, this has never happened in any other election.'""","""17,000 dead voters in Michigan""",0.0188
People of Bihar chasing BJP supporters,People of Bihar chasing BJP supporters,0.9977
Covid-19's infection fatality rate is 0.1%,Covid-19’s death rate is 0.1%,0.605
"""The CDC has the power to extend the eviction moratorium.""","""The CDC has the power to extend the eviction moratorium.”",0.9228
"Due to COVID-19 Outbreak, Central Govt. Has Started Online Processing of GST Refund. Click on the given website","Due to COVID-19 Outbreak, Central Govt. Has Started Online Processing of GST Refund. Click on the given website",0.9999
"""Sunlight actually can kill the (novel coronavirus.)""",“Sunlight actually can kill the (novel coronavirus.)”,0.8329
Black Garlic can cure 14 types of cancer,Black Garlic can cure 14 types of cancer,0.999
Viral video of people electrocuted during Ganesh festival is recent,Three boys died after touching an electric wire in Gujarat Ankleshwar,0.0
This daughter has been found in Bareilly on the train coming from Mumbai. Her name is Sonal Pate. Plz share further whoever has it. Pray too. Do good. Maybe you will help her reunite with her family,This daughter has been found in Bareilly on the train coming from Mumbai. Her name is Sonal Pate,0.4711
"February 6, 2023

....There are reports of several hundred dead.

The Entire buildings collapsed in South #Turkey the epicenter of 7.8 magnitude earthquake in last hour,
#Turkey #earthquake","February 6, 2023 ....There are reports of several hundred dead. The Entire buildings collapsed in South #Turkey the epicenter of 7.8 magnitude earthquake in last hour, #Burkey #earthquake",0.9706
Video of BJP MLA getting beaten up by people in Patna (Bihar).,Video of BJP MLA getting beaten up in Patna,0.6216
"A social media user claim that if you have nasal congestion, you can clear it by either eating it raw or inhaling vapors of garlic in water. We fact-checked and found the claim to be Mostly False. ",you can treat nasal congestion with garlic,0.1215
"David Miller Daughter, and his little princess die due to cancer ahead of India vs South Africa ODI. He shares a heartfelt message on his Instagram account. He wising goodbye to his little princess. Miller also shared a video and said ""Rip my little",David Miller's Daughter and Little Princess die due to cancer,0.1406
"In Qatar fans who are not allowed to enter the stadium with beer at the World Cup are being caught trying to enter the stadium with Pepsi stickers in this form.  It should be noted that Qatar prohibits any alcoholic beverages.

Brazilians have find a way to enter the stadium of Qatar with beer.

#FIFAWorldCup  #Argentina",Qatar bans beer and does not allow fans to enter the stadium with beer.,0.1995
COVID Vaccine make you a 'ticking time bomb',COVID Vaccine make you a ‘ticking time bomb’,0.7603
Canadian sniper 'Wali' was killed by Russian forces in Ukraine,Canadian sniper 'Wali' was killed by Russian forces in Ukraine,0.9996
"The claim: Biden said, 'People are dying that have never died before'","Joe Biden said that ""People are dying that have never died before...”",0.5967
"Says ""Dr. Fauci lied about masks in March.""",Says “Dr. Fauci lied about masks in March.”,0.7151
Photo shows U.S. Rep. Lauren Boebert with two scantily dressed men.,Photo shows U.S. Rep. Lauren Boebert with two scantily dressed men.,0.9997
"Congress party shared a picture of a truck on World Sleep Day, which read: ""Don't blow horns, Modi government is sleeping"" but the picture was photo shopped and not real.","If you're awake this ones for you, sadly Modi won't be reading this. #WorldSleepDay",0.071
Photo of Pakistani government providing security to New Zealand cricket team,Photo of Pakistani government providing security to New Zealand cricket team,0.9996
The new US President Joe Biden kneeling and apologising in front of the daughter of a black man who was strangled to death by white American police during the Trump administration,New US President Joe Biden kneeling and apologising in front of the daughter of a black man who was strangled to death by white American police during the Trump administration,0.9709
Mayor of London Sadiq Khan said people should learn Arabic.,Mayor of London Sadiq Khan said people should learn Arabic.,0.9996
Post implies Gates wanted to control population through vaccine deaths,Post implies Gates wanted to control population through vaccine deaths,0.9995
"Says 12 restaurants and food companies are ""supporting Trump's re-election.""
","Says 12 restaurants and food companies are ""supporting Trump’s re-election.""",0.9203
Video of Dubai Police playing Indian National Anthem for 2021 Independence Day celebrations,Video of Dubai Police playing Indian National Anthem for 2021 Independence Day celebrations,0.9998
Some of the foreign aid budget went on China's film and museum industry last year.,£14 billion went to boost China’s film industry.,0.1524
Nicola Sturgeon has banned the Union Jack from British government buildings and replaced it with the EU flag.,David Cameron has banned the Union Jack from British government buildings and replaced it with the EU flag.,0.8946
Passports aren't required to enter the United States from Mexico and Canada.,Passports aren’t required to enter the United States from Mexico and Canada.,0.8491
Asiatic lions sighted in Gujarat,Asiatic lions sighted in Gujarat,0.996
A boy with autism named Brayden and his dog are missing in Derbyshire.,A child named Tyler Miller is missing in Guildford.,0.2735
Tennessee ban Plan B and made its ordering criminally punishable,Tennessee ban Plan B and made its ordering criminally punishable,0.9995
A Muslim youth molested a Hindu woman in the market,A Muslim youth molested a Hindu woman in the market,0.9995
"Jim Jordan said, ""It's finally happening! Adam Schiff will be impeached.""","Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",0.8147
Naomi Biden says Joe Biden died four years ago and was replaced by his twin,Naomi Biden says Joe Biden died four years ago and was replaced by his twin,0.9999
"The UK has recorded five times more deaths ""due to"" the Covid-19 vaccines than all other vaccines over the past five years",The UK has recorded five times more deaths from Covid-19 than all other vaccines over the past five years,0.7618
Boy infected with HIV from tainted pineapple,Boy infected with HIV from tainted pineapple,0.9985
"""Harvard is sitting on top of a $54 billion hedge fund they call an 'endowment' that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion. Princeton $26 Billion.""",“Harvard is sitting on top of a $54 billion hedge fund they call an ‘endowment’ that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion.”,0.756
"""Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore.""",Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore,0.8939
Facebook users have the chance to win a Center Parcs holiday by interacting with a post.,Facebook users have the chance to win a Center Parcs holiday by interacting with a post.,0.9999
Big breaking. Bill passed in US which recognized Hindu New Year. Sanatan's danka is ringing all over the world. Jai Shri Ram,Big breaking. Bill passed in US which recognized Hindu New Year. Sanatan,0.5517
"A ""sign outside Bucks County voting place. Democrats shown, republicans blurred out. … More scamming in Pennsylvania!""","“Only sign outside Bucks County voting place. Democrats shown, republicans blurred out. ... More scamming in Pennsylvania!”",0.8256
Shahrukh Khan says when Pakistan won a match feels like his father won.,Shahrukh Khan says when Pakistan won a match feels like his father won.,0.9998
COVID-19 always had a greater survival rate than influenza.,Antifa led the invasion of Ukraine,0.0
Saint Luke's Hospital of Kansas City suggesting that extensive research has shown that Vodka can kill novel Coronavirus,A social media post claims that extensive research has shown that Vodka can kill novel Coronavirus. We fact-checked and found that the claim is Half True.,0.5395
"A patch on law enforcement officers in Portland is for ""ZTI solutions, a PRIVATE contractor.""",A video shows “military robots ready for war.”,0.0824
"A man called Martin Jones, who has dementia and is 79, has been reported missing in Grimsby.",A man with dementia named Martin Jones is missing in Grimsby.,0.546
"Over the past two years, employment is up.","Over the past two years, employment is up.",0.9995
President Rodrigo Duterte fulfilled his promise to go to the South China Sea via jet ski and wave the Philippine flag,"Now that Daddy Digs has fulfilled his promise to go to the South China Sea to raise the flag of our Flag, what do the Yellow-tae groups feel now? What destruction are they planning? They might ask where the money to buy the Jetski came from, hahahaha!!",0.4224
Anyone requiring injection Remdesivir can get @ Rs 899/- as against Rs.4000/- charged by medical shops. You can purchase it directly from Pradhan Mantri Bhartiya Jan Aushadhi Kend,Anyone requiring injection Remdesivir can get @ Rs 899/- as against Rs.4000/- charged by medical shops.  Bhartiya Jan Aushadhi Kend,0.7421
Bilawal Bhutto dances to 'Besharam Rang',Bilawal Bhutto dances to 'Besharam Rang',0.9985
exercise and a good diet enough to beat Covid 19,exercise and a good diet enough to beat Covid 19,0.9995
"Claim

#RepublicDay2023: Pakistani flag found hoisted in #Bihar's Purnea, probe underway","#RepublicDay2023: Pakistani flag found hoisted in #Bihar’s Purnea, probe underway",0.8737
Did KKK members carry a banner endorsing Trump?,Says Donald Trump has “promoted racism and division in our country.”,0.0526
Joint Entrance Examination (JEE) Mains 2020 has been canceled at many centers in Lucknow.,Joint Entrance Examination (JEE) Mains 2020 has been canceled at many centers in Lucknow.,0.9999
Joe Biden introduced a man in blackface as Michael Jackson at a dinner in 1987,Joe Biden introduced a man in blackface as Michael Jackson at a dinner in 1987,0.9999
The Person Seen In This Video Isn Congress MLA,The Person Seen In This Video Isn Congress MLA,0.9993
"Fatima Sheikh is the same actress who played Aamir Khan's daughter in the film Dangal. Fatima played the role of Geeta Phogat in the film. Today she has become the third wife of Aamir Khan. Well this is his personal matter. But this same Aamir Khan will make Satyamev Jayate program and speak on the evils of Hindu child marriage and dowry system?? We live in a country where there are such hypocrites who talk about women's rights in ""TV-programs"" like Satyamev but are ready to marry the girl whose father they play",Fatima Sheikh played the role of Geeta Phogat in the film Dangal.,0.0839
A letter to The Times newspaper was signed by a Mr Martin Spiro. Records from the General Medical Council show that the only Martin Spiro registered died five years ago.,A letter to The Times newspaper was signed by a Mr Martin Spiro.,0.453
Juvenile Jamia shooter's marksheet is not authentic,Juvenile Jamia shooter's marksheet is not authentic,0.999
Tax to be levied on Ganga Aarti and priests in Varanasi,Tax to be levied on Ganga Aarti and priests in Varanasi,0.9996
Long Covid is just a side effect of Covid-19 vaccinations.,Long Covid is just a side effect of Covid-19 vaccinations.,0.9996
U.K. has revoked covid vaccine for pregnant women,U.K. has revoked covid vaccine for pregnant women,0.999
Social Security Administration will allow workers in the country illegally to claim benefits,The claim: The Social Security Administration will allow workers in the country illegally to claim benefits,0.9699
A social media user claims that one can get rid of acne scars quickly by applying potato slices. We fact-checked and found the claim to be Mostly False.,potatoes can help in getting rid of acne scars,0.241
A video of singing school girls dressed in burkha has gone viral on social media with claims that Hindu and Sikh girls are also forced to wear the burkha. But we found the claims to be false.,Twitter suspended the account of Aytu BioScience to make Trump look bad,0.0413
A single person on Universal Credit will receive £334 per month,A single person on Universal Credit will receive £334 per month,0.9996
Post implies current Ukraine situation will require U.S. to send soldiers,Post implies current Ukraine situation will require U.S. to send soldiers,0.9996
